timestamp,length
2025-04-18T22:05:48.518,1
2025-04-18T22:05:48.548,0
2025-04-18T22:05:49.487,1
2025-04-18T22:05:52.597,0
2025-04-18T22:05:54.509,1
2025-04-18T22:05:54.513,2
2025-04-18T22:05:54.513,3
2025-04-18T22:05:54.552,2
2025-04-18T22:05:54.560,1
2025-04-18T22:05:54.569,0
2025-04-18T22:05:55.489,1
2025-04-18T22:05:55.499,0
2025-04-18T22:05:56.507,1
2025-04-18T22:05:56.542,0
2025-04-18T22:06:00.486,1
2025-04-18T22:06:00.505,0
2025-04-18T22:06:00.541,1
2025-04-18T22:06:02.478,2
2025-04-18T22:06:02.478,3
2025-04-18T22:06:02.501,2
2025-04-18T22:06:02.511,1
2025-04-18T22:06:03.475,2
2025-04-18T22:06:03.482,3
2025-04-18T22:06:03.495,2
2025-04-18T22:06:04.475,3
2025-04-18T22:06:04.476,4
2025-04-18T22:06:06.580,3
2025-04-18T22:06:08.601,2
2025-04-18T22:06:13.606,1
2025-04-18T22:06:14.473,2
2025-04-18T22:06:14.489,1
2025-04-18T22:06:15.477,2
2025-04-18T22:06:15.494,1
2025-04-18T22:06:17.479,2
2025-04-18T22:06:19.528,3
2025-04-18T22:06:19.552,2
2025-04-18T22:06:22.472,3
2025-04-18T22:06:26.477,4
2025-04-18T22:06:26.489,5
2025-04-18T22:06:26.500,4
2025-04-18T22:06:26.500,3
2025-04-18T22:06:26.629,2
2025-04-18T22:06:27.488,3
2025-04-18T22:06:27.488,4
2025-04-18T22:06:27.495,3
2025-04-18T22:06:27.531,4
2025-04-18T22:06:30.472,5
2025-04-18T22:06:36.645,4
2025-04-18T22:06:38.472,5
2025-04-18T22:06:38.489,4
2025-04-18T22:06:39.628,3
2025-04-18T22:06:40.472,4
2025-04-18T22:06:40.486,3
2025-04-18T22:06:41.479,4
2025-04-18T22:06:41.487,5
2025-04-18T22:06:42.647,4
2025-04-18T22:06:43.477,5
2025-04-18T22:06:43.484,6
2025-04-18T22:06:43.484,7
2025-04-18T22:06:43.515,6
2025-04-18T22:06:43.515,5
2025-04-18T22:06:47.474,6
2025-04-18T22:06:52.564,5
2025-04-18T22:06:53.476,6
2025-04-18T22:06:53.489,5
2025-04-18T22:06:56.671,4
2025-04-18T22:06:58.469,5
2025-04-18T22:06:58.489,4
2025-04-18T22:07:03.475,5
2025-04-18T22:07:03.485,4
2025-04-18T22:07:04.469,5
2025-04-18T22:07:05.680,4
2025-04-18T22:07:10.691,3
2025-04-18T22:07:12.688,2
2025-04-18T22:07:14.469,3
2025-04-18T22:07:14.488,2
2025-04-18T22:07:16.474,3
2025-04-18T22:07:24.486,4
2025-04-18T22:07:25.471,5
2025-04-18T22:07:25.490,4
2025-04-18T22:07:28.474,5
2025-04-18T22:07:28.547,4
2025-04-18T22:07:32.469,5
2025-04-18T22:07:32.489,4
2025-04-18T22:07:32.704,3
2025-04-18T22:07:32.704,2
2025-04-18T22:07:33.469,3
2025-04-18T22:07:33.486,4
2025-04-18T22:07:33.489,3
2025-04-18T22:07:34.474,4
2025-04-18T22:07:36.471,5
2025-04-18T22:07:39.471,6
2025-04-18T22:07:39.489,5
2025-04-18T22:07:40.718,4
2025-04-18T22:07:43.466,5
2025-04-18T22:07:46.474,6
2025-04-18T22:07:46.485,7
2025-04-18T22:07:48.593,6
2025-04-18T22:07:52.740,5
2025-04-18T22:07:54.468,6
2025-04-18T22:07:54.484,5
2025-04-18T22:07:55.763,4
2025-04-18T22:07:55.770,3
2025-04-18T22:07:57.477,4
2025-04-18T22:07:57.477,5
2025-04-18T22:07:57.489,4
2025-04-18T22:07:57.494,3
2025-04-18T22:07:58.468,4
2025-04-18T22:08:01.813,3
2025-04-18T22:08:02.467,4
2025-04-18T22:08:02.483,5
2025-04-18T22:08:02.493,4
2025-04-18T22:08:04.469,5
2025-04-18T22:08:05.775,4
2025-04-18T22:08:12.474,5
2025-04-18T22:08:12.486,6
2025-04-18T22:08:12.491,5
2025-04-18T22:08:12.497,4
2025-04-18T22:08:13.474,5
2025-04-18T22:08:13.474,6
2025-04-18T22:08:13.474,7
2025-04-18T22:08:16.467,8
2025-04-18T22:08:18.893,7
2025-04-18T22:08:22.465,8
2025-04-18T22:08:23.469,9
2025-04-18T22:08:23.469,10
2025-04-18T22:08:23.491,9
2025-04-18T22:08:23.808,8
2025-04-18T22:08:23.813,7
2025-04-18T22:08:25.461,8
2025-04-18T22:08:25.821,7
2025-04-18T22:08:26.844,6
2025-04-18T22:08:27.483,7
2025-04-18T22:08:27.496,6
2025-04-18T22:08:29.469,7
2025-04-18T22:08:29.496,6
2025-04-18T22:08:34.482,7
2025-04-18T22:08:35.468,8
2025-04-18T22:08:36.481,9
2025-04-18T22:08:37.830,8
2025-04-18T22:08:39.828,7
2025-04-18T22:08:40.468,8
2025-04-18T22:08:40.489,7
2025-04-18T22:08:40.840,6
2025-04-18T22:08:42.849,5
2025-04-18T22:08:47.469,6
2025-04-18T22:08:50.846,5
2025-04-18T22:08:51.464,6
2025-04-18T22:08:51.481,5
2025-04-18T22:08:53.464,6
2025-04-18T22:08:53.480,5
2025-04-18T22:08:56.469,6
2025-04-18T22:08:57.856,5
2025-04-18T22:08:59.851,4
2025-04-18T22:09:00.484,5
2025-04-18T22:09:00.508,4
2025-04-18T22:09:02.475,5
2025-04-18T22:09:06.870,4
2025-04-18T22:09:07.463,5
2025-04-18T22:09:08.872,4
2025-04-18T22:09:10.462,5
2025-04-18T22:09:10.479,4
2025-04-18T22:09:12.464,5
2025-04-18T22:09:12.479,6
2025-04-18T22:09:12.491,5
2025-04-18T22:09:12.491,4
2025-04-18T22:09:14.891,3
2025-04-18T22:09:15.469,4
2025-04-18T22:09:17.463,5
2025-04-18T22:09:17.481,4
2025-04-18T22:09:20.970,3
2025-04-18T22:09:22.467,4
2025-04-18T22:09:22.483,3
2025-04-18T22:09:23.467,4
2025-04-18T22:09:23.481,3
2025-04-18T22:09:25.572,4
2025-04-18T22:09:25.646,3
2025-04-18T22:09:30.484,4
2025-04-18T22:09:30.484,5
2025-04-18T22:09:30.513,4
2025-04-18T22:09:30.513,3
2025-04-18T22:09:31.472,4
2025-04-18T22:09:33.463,5
2025-04-18T22:09:33.477,4
2025-04-18T22:09:34.469,5
2025-04-18T22:09:35.481,6
2025-04-18T22:09:35.485,7
2025-04-18T22:09:35.713,6
2025-04-18T22:09:36.468,7
2025-04-18T22:09:36.471,8
2025-04-18T22:09:38.772,7
2025-04-18T22:09:43.460,8
2025-04-18T22:09:43.472,7
2025-04-18T22:09:43.933,6
2025-04-18T22:09:44.462,7
2025-04-18T22:09:44.478,6
2025-04-18T22:09:45.932,5
2025-04-18T22:09:52.477,6
2025-04-18T22:09:52.492,5
2025-04-18T22:09:52.937,4
2025-04-18T22:10:00.948,3
2025-04-18T22:10:02.952,2
